filename,heuristic,num_vars,num_clauses,lower_bound,upper_bound,clingo_sec,bounds_present,num_scc,num_wcc,num_levels,phase,wall_ms,gpu_ms,used_bytes,free_bytes,total_bytes,num_loops,num_assignments
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,heuristic2,197.007,197.01,112132096,15530196992,15642329088,2215,2558
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,heuristic3,228.356,228.36,112132096,15530196992,15642329088,2248,2591
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,heuristic4,28443,28443.4,112132096,15530196992,15642329088,2050,2393
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,cleanup_device,0.0437012,0.042272,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_11130v84_1.80r0.cnf,all,11130,20034,-1,-1,-1,0,22258,690,48,total,29130.5,-1,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_1120v1_1.80r0.cnf,all,1120,2016,-1,-1,-1,0,2238,54,24,read_instance,0.568115,-1,107937792,15534391296,15642329088,-1,-1
instances/vars_1.8_all/instance_1120v1_1.80r0.cnf,all,1120,2016,-1,-1,-1,0,2238,54,24,alloc_graph,0.208252,0.17408,110034944,15532294144,15642329088,-1,-1
instances/vars_1.8_all/instance_1120v1_1.80r0.cnf,all,1120,2016,-1,-1,-1,0,2238,54,24,scc,4.19629,4.19734,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_1120v1_1.80r0.cnf,all,1120,2016,-1,-1,-1,0,2238,54,24,topo_sort,0.523926,0.523232,112132096,15530196992,15642329088,-1,-1
instances/vars_1.8_all/instance_1120v1_1.80r0.cnf,all,1120,2016,-1,-1,-1,0,2238,54,24,backbone,5.08398,5.08973,112132096,15530196992,15642329088,-1,-1
